symbol,open,high,low,close,volume,unlocked_mkt_cap,circulating_supply,total_supply,volume_24h,volume_market_cap_24h
ILVUSDT,14.01,14.56,13.88,14.22,83408.79,87287240.82798849,6338439.07131967,9072396.72232264,13799234.08298829,0.15808993332922022
YGGUSDT,0.155,0.1617,0.1517,0.1569,10621954.0,90380569.28052136,594968874.3894259,999716414.322777,20175881.428459,0.223232511026098
SYSUSDT,0.04052,0.04166,0.03994,0.04127,7503058.0,33291069.44052378,832959079.9327505,832959079.9327505,926808.75374683,0.02783956085888505
DFUSDT,0.02724,0.02819,0.02694,0.02764,11143881.0,27329615.98881101,999926146.6275177,999926146.6275177,2313955.15053559,0.08466841068981519
FIDAUSDT,0.0906,0.0923,0.0884,0.09,10856965.3,86497338.14159594,990911317.023454,990911317.023454,7508231.16395227,0.08680303146047469
AGLDUSDT,0.675,0.741,0.665,0.712,3455402.0,57104440.29195691,83510001.0,92810001.0,7913320.24924181,0.1385762684790099
RADUSDT,0.678,0.72,0.67,0.687,3655724.2,35358043.7460736,51575978.89552598,99998580.0,13262758.8226888,0.3750987729393707
RAREUSDT,0.0538,0.0609,0.0537,0.0551,92425913.4,44765854.62931993,824360650.2218294,1000000000.0,6972301.83028298,0.155750446138392
LAZIOUSDT,0.951,0.973,0.935,0.956,428623.63,11077680.279396253,12122918.91763,40000000.0,2738458.17529069,0.24720502002427708
CHESSUSDT,0.07364,0.07789,0.07207,0.07558,20759104.3,14744885.309261387,204350890.0,300000000.0,1620658.05544934,0.10991323577345094
ADXUSDT,0.1337,0.1376,0.1311,0.1351,3165982.0,20000210.526719633,147900000.0,150000000.0,4195957.99690518,0.20979569146532312
AUCTIONUSDT,9.77,10.06,9.72,9.97,109097.95,59138245.88008369,6090248.18100565,7640877.20358214,8171199.70324705,0.13817115441360953
MOVRUSDT,6.302,6.769,6.231,6.653,263639.765,59576535.84731357,9999862.0,12076123.0,9070882.0832535,0.15225595033757783
